0	看上去	0
0	总体感	1
0	编	2
0	羊杂	3
0	头	4
0	来电	5
1	线路	6
0	达	7
0	前不	8
1	鸡肉	9
1	分	10
0	炒菜	11
1	么	12
0	得点	13
1	包装	14
1	老板	15
1	美女	16
1	薯	17
0	一多半	18
0	留	19
1	哒	20
0	炸	21
0	桌子	22
0	培训	23
0	我为	24
1	good	25
0	谱	26
0	与	27
0	重要	28
0	行为	29
0	一致	30
0	煲仔饭	31
1	比如	32
1	豆	33
0	白菜汤	34
0	本来	35
0	33	36
1	意思	37
1	勺子	38
0	同是	39
0	蟹	40
0	便宜	41
0	盒饭	42
0	物流	43
0	图	44
0	周期	45
1	强	46
0	操	47
1	去	48
0	稠	49
1	竟然	50
1	加注	51
0	宁可	52
0	修车	53
1	2000	54
1	清香味	55
1	停	56
0	全家	57
1	辣	58
1	也就	59
0	其次	60
1	13	61
1	9	62
0	活	63
1	家乡	64
0	听	65
0	下面	66
0	兑	67
0	足	68
1	头发	69
0	抢生意	70
1	果然	71
0	其	72
1	价格	73
1	诚恳	74
0	什么	75
0	小米	76
0	退款	77
1	武昌鱼	78
0	沙拉	79
0	炸酱面	80
0	猪肉	81
0	稍微	82
0	零分	83
1	还有	84
1	七夕	85
0	卖家	86
0	大	87
0	第一	88
1	里面	89
1	二十五	90
1	物流	91
0	和约	92
0	玉米	93
0	西红柿	94
1	钱包	95
1	水	96
1	哥	97
1	不会	98
1	帅哥	99
1	大雨	100
0	饱	101
1	肉片	102
0	死	103
0	抬头	104
0	大叔	105
0	一颗	106
0	特	107
1	浓	108
1	格外	109
1	不点	110
0	银行卡	111
0	赠	112
1	果断	113
1	好像	114
1	大家	115
0	几	116
1	一百	117
1	芝士	118
0	大约	119
0	对于	120
1	女同志	121
0	停	122
0	尊重	123
0	过长	124
1	东西	125
0	会有	126
1	延续	127
0	外加	128
1	馋	129
0	含量	130
1	力	131
0	由于	132
1	大哥	133
0	不满	134
1	鸭	135
1	表扬	136
0	物	137
0	香菇	138
1	及	139
0	说一	140
0	肉片	141
0	长	142
1	可惜	143
1	超出	144
1	麦当劳	145
0	不	146
0	出血	147
0	开业	148
0	推荐	149
1	九	150
0	葱	151
0	好	152
0	改进	153
1	透露	154
0	网页	155
1	比什	156
0	特别快	157
0	潮	158
0	早	159
0	乱了	160
0	难吃	161
0	简直	162
0	密封	163
0	意大利	164
0	散	165
0	常	166
1	偏	167
0	报丧	168
1	知道	169
0	吧	170
1	天气	171
0	私人	172
1	麦	173
1	雨	174
0	方便面	175
0	不一	176
0	货	177
0	非用	178
0	还给	179
0	系统	180
0	超	181
1	阻碍	182
0	信用	183
0	糟糕	184
0	一直	185
1	米饭	186
0	取消	187
1	连着	188
0	份饭	189
1	藕夹	190
1	以为	191
0	一个半	192
1	手中	193
0	普遍	194
1	店长	195
0	小菜	196
1	腻	197
0	攥	198
1	今天	199
0	票	200
1	,	201
0	时差	202
1	结果	203
0	通知	204
0	分拨	205
0	当	206
1	股	207
1	满分	208
1	推荐	209
0	只见	210
0	大一	211
0	嗯	212
0	块儿	213
0	如果	214
1	好几	215
0	遍	216
1	层	217
0	损	218
1	因为	219
1	遇见	220
0	开玩笑	221
1	想象	222
1	醉	223
0	确实	224
0	芔	225
1	送来	226
0	上	227
1	诚实守信	228
1	印象	229
0	丫	230
1	小鲜	231
0	磨蹭	232
1	稍微	233
0	奶茶	234
0	装	235
1	完美	236
0	单子	237
1	迅速	238
1	近	239
0	放	240
0	请	241
1	两天	242
0	腥味	243
1	收	244
1	10	245
0	那么点	246
1	女	247
0	（	248
0	无视	249
1	桂鱼	250
1	最好	251
1	有过	252
1	温柔	253
1	加薪	254
0	酸味	255
0	标准	256
1	单子	257
0	牛肉	258
0	钟	259
0	咋	260
1	那么	261
1	速度可	262
0	帐	263
0	椒	264
0	抄手	265
0	却是	266
0	掉	267
0	有意思	268
0	不解	269
0	一地	270
0	赶紧	271
1	田螺	272
1	肌肉	273
0	那种	274
0	大厦	275
0	湘	276
0	人气	277
1	监控	278
0	麻	279
0	固态	280
0	豆子	281
0	鸡蛋	282
1	烫	283
0	6	284
0	大虫	285
0	爆	286
1	发票	287
1	假期	288
0	好几	289
0	微波炉	290
0	优化	291
1	沙拉	292
0	这么着	293
0	支持	294
0	拒绝	295
1	水煮	296
0	多	297
0	鸡头	298
0	比不上	299
0	好评	300
0	叔叔	301
0	脾气	302
0	偶然	303
0	叉烧	304
1	合理	305
0	男同志	306
1	麻烦	307
0	很	308
1	吃一	309
0	状态	310
1	会	311
1	掩盖	312
0	呢	313
0	卤肉	314
1	荤菜	315
1	肉	316
1	散落	317
0	惜	318
0	菜单	319
1	生意兴隆	320
